"danceability","energy","loudness","mode","speechiness","acousticness","instrumentalness","liveness","valence","tempo","duration_ms","time_signature","genre","popularity","target"
0.246,0.073,0.5315,1,0.0368,0.957,0.924,0.1,0.126,0.3961,0.0274,3,6,62,0
0.388,0.559,0.6954,1,0.0355,0.216,0,0.0663,0.375,0.8546,0.0577,4,1,52,0
0.218,0.38,0.6091,0,0.0773,0.793,0.941,0.0876,0.0386,0.3342,0.077,4,3,47,0
0.388,0.943,0.8741,1,0.104,0.000306,0,0.168,0.162,0.6409,0.0537,4,9,67,1
0.54,0.912,0.8519,1,0.0547,3.08e-06,0.826,0.36,0.312,0.4311,0.0458,4,9,20,0
0.0709,0.98,0.824,0,0.087,2.91e-06,0.862,0.102,0.0241,0.745,0.0593,4,9,0,0
0.441,0.306,0.6807,1,0.0509,0.683,3e-04,0.147,0.454,0.6995,0.039,4,6,31,0
0.215,0.927,0.8592,1,0.0407,4.78e-06,0.832,0.0915,0.393,0.5903,0.0647,4,9,49,0
0.729,0.795,0.843,1,0.144,0.354,0,0.536,0.856,0.6078,0.0389,4,2,66,1
0.242,0.742,0.8021,1,0.0337,0.514,0,0.156,0.56,0.6792,0.0377,3,9,46,0
0.412,0.577,0.8361,1,0.119,0.163,0,0.0969,0.345,0.7194,0.0532,4,3,75,1
0.526,0.935,0.8183,1,0.051,0.000498,0,0.182,0.153,0.497,0.0686,4,9,51,0
0.655,0.904,0.7899,0,0.384,0.0049,0,0.102,0.673,0.3316,0.0464,4,9,37,0
0.577,0.349,0.7827,1,0.0312,0.424,0,0.134,0.131,0.5134,0.0879,4,2,54,1
0.62,0.835,0.7734,0,0.225,0.302,0,0.12,0.884,0.8288,0.0582,4,3,1,0
0.537,0.885,0.8607,1,0.0343,0.0437,0,0.274,0.802,0.5455,0.0518,4,9,81,1
0.428,0.919,0.8681,0,0.0618,0.0503,0,0.245,0.294,0.6044,0.0481,4,9,69,1
0.51,0.785,0.7953,1,0.114,0.00249,6e-04,0.107,0.543,0.7039,0.0519,4,9,41,0
0.236,0.951,0.8234,0,0.0615,0.0111,6e-04,0.0985,0.266,0.3895,0.0649,4,9,40,0
0.434,0.567,0.792,1,0.0309,0.396,0,0.132,0.271,0.7284,0.0568,3,1,49,1
0.175,0.642,0.7986,1,0.0447,0.633,0.0306,0.94,0.492,0.3681,0.0288,4,9,80,1
0.246,0.952,0.8342,0,0.114,0.000558,0.0019,0.959,0.387,0.627,0.0789,4,9,85,1
0.498,0.934,0.837,1,0.055,0.00866,0.0183,0.695,0.21,0.621,0.0512,4,9,71,0
0.174,0.867,0.838,1,0.0634,2.54e-06,0.95,0.154,0.117,0.4161,0.0223,4,9,35,0
0.197,0.162,0.5833,1,0.0413,0.937,8e-04,0.388,0.153,0.3458,0.0407,3,6,60,0
0.545,0.343,0.6714,0,0.0438,0.207,0,0.124,0.416,0.4306,0.0844,4,1,64,0
0.624,0.442,0.7076,1,0.0427,0.125,0,0.278,0.191,0.3231,0.0669,4,3,67,0
0.83,0.414,0.7192,0,0.197,0.243,0,0.627,0.556,0.411,0.0844,4,3,68,1
0.88,0.577,0.797,1,0.0495,0.106,0.048,0.0691,0.786,0.551,0.0551,4,3,45,0
0.506,0.951,0.8481,0,0.0796,0.0109,1e-04,0.0536,0.748,0.8276,0.0525,4,9,78,1
0.571,0.89,0.8992,1,0.0395,0.00509,0,0.0769,0.751,0.4596,0.0527,4,9,54,1
0.175,0.0421,0.4688,0,0.0446,0.977,0.0143,0.078,0.0599,0.317,0.059,3,6,6,0
0.568,0.754,0.8393,1,0.0443,0.000564,0.0121,0.208,0.671,0.3315,0.0512,4,9,59,0
0.522,0.156,0.6059,1,0.0337,0.959,0.869,0.134,0.154,0.385,0.0552,4,6,49,0
0.566,0.398,0.7479,0,0.0351,0.844,0.0089,0.0931,0.498,0.637,0.0705,4,6,55,0
0.594,0.853,0.8659,0,0.0393,0.00221,0,0.0718,0.914,0.5223,0.0573,4,3,66,0
0.401,0.888,0.8578,1,0.0401,0.000367,0,0.12,0.365,0.608,0.0505,4,9,81,1
0.514,0.91,0.8732,0,0.0714,0.00168,0.0019,0.224,0.472,0.6044,0.0486,4,9,78,1
0.465,0.919,0.8534,1,0.0408,1.83e-05,0,0.262,0.537,0.5633,0.053,4,9,81,1
0.647,0.913,0.8067,1,0.0479,0.00251,0.026,0.0853,0.163,0.5966,0.049,4,3,24,0
0.679,0.528,0.7803,1,0.0267,0.0754,0,0.12,0.274,0.4102,0.0444,4,1,43,1
0.695,0.62,0.7971,0,0.0647,0.0241,0.0045,0.107,0.142,0.3521,0.0683,4,3,33,0
0.677,0.714,0.8041,1,0.0477,0.00244,0.824,0.0908,0.377,0.4019,0.0426,4,3,41,0
0.477,0.704,0.8128,0,0.0309,0.00276,0.0485,0.309,0.159,0.7953,0.0754,4,3,41,0
0.551,0.913,0.8527,0,0.0466,0.0263,0,0.347,0.544,0.497,0.0504,4,9,81,1
0.308,0.98,0.8691,1,0.0967,2.09e-05,0,0.194,0.0628,0.3719,0.0575,4,9,45,0
0.335,0.829,0.8287,1,0.0334,3.42e-05,0.11,0.162,0.499,0.6453,0.051,4,9,56,0
0.853,0.709,0.8236,1,0.283,0.00276,0,0.353,0.315,0.7043,0.0482,4,3,42,1
0.477,0.961,0.8265,1,0.0484,0.0076,0.665,0.0543,0.78,0.6314,0.0485,4,9,36,0
0.777,0.673,0.8548,1,0.0351,0.0162,0.0089,0.0869,0.821,0.4769,0.0547,4,3,71,1
0.554,0.922,0.7913,1,0.0768,0.652,0.0049,0.256,0.564,0.6344,0.031,4,9,34,0
0.0588,0.00183,0.1749,0,0.047,0.965,0.894,0.0695,0.182,0.28,0.046,3,6,36,0
0.545,0.553,0.7288,1,0.0316,0.0604,0.72,0.136,0.687,0.4183,0.088,4,6,34,0
0.147,0.0865,0.4558,1,0.0477,0.99,0.909,0.0774,0.032,0.5824,0.0744,5,6,49,0
0.602,0.533,0.858,0,0.0243,0.0519,1e-04,0.264,0.689,0.3947,0.0458,4,1,62,0
0.798,0.703,0.8529,0,0.135,0.117,0,0.121,0.792,0.4184,0.0562,4,3,54,1
0.647,0.729,0.8114,1,0.0236,0.0206,0.0489,0.134,0.687,0.3894,0.0564,4,1,83,1
0.584,0.94,0.8572,1,0.0661,0.000446,0,0.876,0.634,0.4684,0.0275,4,9,36,0
0.673,0.739,0.8105,0,0.0389,0.227,9e-04,0.097,0.867,0.3809,0.0589,4,3,50,0
0.345,0.487,0.7165,0,0.0304,0.137,0,0.206,0.597,0.3968,0.119,4,1,33,0
0.212,0.25,0.5994,1,0.0334,0.948,0.853,0.112,0.181,0.2864,0.0182,4,6,47,0
0.623,0.938,0.8508,1,0.123,0.00296,9e-04,0.48,0.308,0.464,0.0363,4,9,67,1
0.207,0.982,0.8554,0,0.0843,0.00064,0.0056,0.339,0.119,0.6281,0.0449,4,9,48,0
0.499,0.659,0.8213,1,0.0323,0.00117,0,0.128,0.411,0.6549,0.0573,4,9,35,1
0.217,0.117,0.5256,0,0.0374,0.975,0.911,0.0573,0.0388,0.1937,0.0163,3,6,64,0
0.581,0.607,0.7698,1,0.028,0.189,0,0.0882,0.213,0.4226,0.0641,4,1,68,1
0.519,0.945,0.8104,0,0.0541,0.0124,0.131,0.67,0.103,0.5883,0.0579,4,9,71,0
0.555,0.967,0.817,1,0.0362,0.000432,0.0387,0.33,0.723,0.5178,0.0506,4,9,50,0
0.0882,0.00626,0.266,1,0.041,0.99,0.92,0.0756,0.123,0.347,0.0479,3,6,43,0
0.515,0.901,0.8716,1,0.0384,0.0437,0,0.0585,0.289,0.4903,0.0541,4,9,74,1
0.576,0.849,0.8313,1,0.0355,0.0678,0,0.278,0.482,0.4971,0.0582,4,9,71,1
0.374,0.959,0.8408,1,0.14,0.000187,0.0021,0.081,0.375,0.7607,0.0588,4,9,72,1
0.485,0.723,0.8055,1,0.0317,0.541,0,0.075,0.541,0.6952,0.0518,4,1,83,1
0.82,0.761,0.8781,1,0.219,0.0481,0,0.218,0.584,0.4035,0.0495,4,3,26,1
0.156,0.914,0.839,0,0.0784,0.000218,0,0.263,0.286,0.7225,0.0596,4,9,20,0
0.39,0.715,0.8643,1,0.0342,0.311,0,0.212,0.379,0.6365,0.0531,4,7,63,1
0.474,0.8,0.7318,1,0.0775,0.000769,0.0309,0.131,0.156,0.5548,0.0645,4,9,83,1
0.304,0.975,0.8828,1,0.141,0.0116,0,0.287,0.479,0.6705,0.0449,4,9,35,0
0.57,0.633,0.8112,1,0.0285,0.242,0.0018,0.0866,0.339,0.6131,0.0485,4,1,73,1
0.818,0.705,0.8033,1,0.177,0.00836,0.0023,0.613,0.772,0.5739,0.0499,4,3,82,1
0.63,0.738,0.8009,1,0.0263,0.411,0,0.107,0.614,0.4604,0.0759,4,2,44,0
0.894,0.677,0.8233,0,0.0548,0.00562,0,0.31,0.857,0.435,0.0484,4,3,89,1
0.566,0.664,0.8482,1,0.0369,0.156,0,0.325,0.944,0.6155,0.0376,1,2,9,0
0.639,0.981,0.7903,1,0.0489,0.0329,0.743,0.33,0.403,0.584,0.0475,4,3,44,0
0.658,0.57,0.7836,0,0.758,0.166,0,0.111,0.54,0.335,0.0739,4,3,37,0
0.447,0.993,0.8723,1,0.111,1.56e-05,0.027,0.474,0.108,0.58,0.042,4,9,68,0
0.624,0.987,0.7505,0,0.196,0.00925,0.348,0.0729,0.106,0.5952,0.0517,4,3,28,0
0.785,0.68,0.8024,1,0.326,0.0311,0,0.223,0.745,0.6791,0.0555,4,3,87,1
0.421,0.663,0.778,1,0.0561,0.91,0.942,0.176,0.596,0.7582,0.0944,5,6,26,0
0.602,0.891,0.766,0,0.449,0.384,0.0023,0.335,0.548,0.3934,0.0677,4,3,65,0
0.5,0.609,0.7932,1,0.0326,0.0822,3e-04,0.341,0.562,0.6043,0.0869,4,2,78,1
0.846,0.814,0.836,1,0.353,0.0769,0,0.0588,0.671,0.3107,0.051,4,10,52,1
0.462,0.958,0.8931,0,0.0662,0.000315,0.0662,0.312,0.448,0.4641,0.0653,4,9,18,0
0.509,0.932,0.8549,1,0.0667,0.268,0,0.0615,0.675,0.5746,0.0554,4,9,75,1
0.618,0.843,0.7367,1,0.035,0.005,0.912,0.109,0.688,0.5766,0.1111,4,3,52,0
0.232,0.968,0.8237,1,0.102,0.000379,0.136,0.938,0.419,0.7816,0.0419,4,9,44,1
0.533,0.315,0.6586,1,0.0308,0.235,0,0.0939,0.316,0.5837,0.0696,4,2,61,1
0.749,0.385,0.8069,1,0.035,0.971,0.0872,0.116,0.76,0.6012,0.0366,4,3,43,0
0.464,0.939,0.8547,1,0.0748,1.17e-05,0.0031,0.081,0.329,0.5387,0.0551,4,9,50,0
0.51,0.94,0.7941,1,0.7,0.0132,1e-04,0.96,0.16,0.7041,0.0767,3,9,61,0
0.44,0.844,0.8668,1,0.0461,3.28e-06,0.0514,0.723,0.304,0.4722,0.0536,4,9,75,1
0.441,0.8,0.8677,1,0.0365,0.267,0,0.101,0.204,0.6255,0.0572,4,1,41,1
0.664,0.877,0.8491,1,0.0334,0.000542,0,0.284,0.961,0.6081,0.0495,4,9,79,1
0.51,0.586,0.741,1,0.0266,0.000206,0.684,0.171,0.195,0.411,0.0407,4,1,45,0
0.962,0.632,0.8407,0,0.176,0.116,0,0.108,0.892,0.4967,0.0477,4,3,59,1
0.583,0.637,0.8074,1,0.0459,0.00722,0.0419,0.177,0.315,0.3314,0.0783,4,3,44,1
0.448,0.973,0.8594,1,0.0798,7.72e-06,0.112,0.0514,0.427,0.4974,0.0949,4,9,11,0
0.744,0.7,0.7848,1,0.0376,0.278,2e-04,0.068,0.866,0.5966,0.0709,4,2,77,0
0.6,0.621,0.8242,0,0.0431,0.0375,0,0.188,0.278,0.3916,0.0412,4,3,74,1
0.515,0.934,0.8335,0,0.0371,7.94e-05,0.0047,0.327,0.894,0.6306,0.0391,3,9,79,1
0.815,0.757,0.8131,0,0.039,0.382,0,0.147,0.734,0.4349,0.0468,4,3,84,1
0.211,0.691,0.7291,1,0.0456,0.000275,0.345,0.0782,0.34,0.3132,0.038,4,9,23,0
0.1,0.946,0.8673,1,0.07,1.01e-06,0.855,0.197,0.189,0.6615,0.0578,4,9,3,0
0.545,0.975,0.8323,1,0.106,2.29e-05,0.411,0.237,0.18,0.5799,0.0684,4,9,52,0
0.608,0.322,0.7648,1,0.0334,0.427,0,0.119,0.275,0.6226,0.0304,4,2,62,0
0.785,0.783,0.8542,1,0.187,0.00877,0.0045,0.072,0.592,0.4065,0.0662,4,10,33,1
0.779,0.788,0.842,0,0.0362,0.278,0,0.0708,0.791,0.497,0.0462,4,7,16,1
0.139,0.976,0.7779,0,0.0997,0,0.724,0.159,0.324,0.7069,0.042,4,9,15,0
0.2,0.974,0.8496,1,0.291,1.84e-05,0.161,0.36,0.215,0.3319,0.0559,4,9,44,0
0.331,0.96,0.8737,1,0.0508,0.00048,0,0.832,0.543,0.6799,0.0514,4,9,51,0
0.589,0.749,0.8552,0,0.0593,0.199,0,0.204,0.48,0.5051,0.068,4,3,60,1
0.543,0.917,0.8654,1,0.0444,0.00572,1e-04,0.104,0.329,0.5478,0.0558,4,9,81,1
0.256,0.832,0.7332,1,0.0608,2.7e-05,0.611,0.121,0.535,0.4601,0.0796,4,9,15,0
0.432,0.415,0.6653,1,0.207,0.000521,0.877,0.325,0.112,0.573,0.0705,4,3,49,0
0.143,0.872,0.7917,1,0.0833,0.197,0.826,0.427,0.214,0.5961,0.071,4,9,39,0
0.724,0.416,0.7602,0,0.0841,0.365,0,0.0969,0.578,0.6262,0.0803,4,3,71,1
0.62,0.443,0.8016,1,0.0359,0.72,0,0.049,0.419,0.5261,0.0272,1,1,57,0
0.238,0.0692,0.4431,0,0.0399,0.992,6e-04,0.15,0.133,0.5347,0.0346,1,6,31,0
0.567,0.777,0.8643,1,0.0448,0.209,0,0.106,0.403,0.5379,0.0484,4,9,63,1
0.785,0.629,0.8286,1,0.0583,0.499,0,0.108,0.884,0.5633,0.0486,4,3,46,0
0.0655,0.206,0.6375,1,0.0468,0.964,0.918,0.0736,0.0308,0.3034,0.1077,5,3,56,0
0.279,0.966,0.807,1,0.119,0.000207,0.0193,0.345,0.289,0.4968,0.0499,4,9,3,0
0.481,0.94,0.8312,1,0.066,0.000891,0,0.0939,0.66,0.3997,0.0419,4,9,55,1
0.688,0.995,0.8064,1,0.0568,0.00167,0.878,0.523,0.159,0.6047,0.0601,4,3,71,0
0.437,0.948,0.8662,1,0.109,0.000233,0.0046,0.197,0.605,0.392,0.0494,4,9,54,0
0.228,0.936,0.8293,1,0.0831,0.00279,4e-04,0.0987,0.355,0.6887,0.0677,3,9,25,0
0.394,0.986,0.8833,0,0.0742,0.00602,0,0.39,0.455,0.7206,0.0461,4,9,26,0
0.213,0.489,0.7695,1,0.0334,0.112,0,0.133,0.139,0.8133,0.0446,3,3,41,1
0.218,0.923,0.7735,1,0.0778,2.03e-06,0.344,0.223,0.272,0.4643,0.0491,3,9,35,0
0.556,0.38,0.6916,1,0.0404,0.0108,0.766,0.154,0.151,0.5293,0.051,4,3,55,0
0.892,0.631,0.8818,0,0.302,0.244,0,0.0235,0.838,0.3893,0.0437,4,3,85,1
0.655,0.433,0.7864,0,0.0348,0.444,0,0.221,0.199,0.539,0.0554,4,3,65,1
0.619,0.741,0.7938,1,0.0444,0.393,0,0.079,0.923,0.412,0.0358,4,2,46,0
0.522,0.874,0.8465,0,0.0362,0.000273,0.0058,0.261,0.196,0.5468,0.0481,4,9,79,1
0.264,0.0015,0.3396,1,0.0578,0.882,0.491,0.12,0.116,0.2907,0.1124,4,3,46,0
0.603,0.707,0.8121,1,0.0804,0.118,0,0.14,0.455,0.5875,0.0684,4,3,61,1
0.572,0.235,0.4732,0,0.0741,0.434,0.885,0.093,0.491,0.4937,0.0422,4,6,39,0
0.77,0.854,0.9114,0,0.0539,0.00503,1e-04,0.319,0.807,0.3728,0.0599,4,3,60,1
0.214,0.708,0.853,1,0.0496,0.00337,0,0.0785,0.339,0.717,0.0292,4,9,33,0
0.342,0.709,0.8133,0,0.0615,9.71e-06,0.899,0.196,0.319,0.5063,0.041,4,9,49,0
0.341,0.662,0.8346,0,0.0335,0.105,0,0.113,0.2,0.7244,0.077,4,3,72,1
0.796,0.909,0.7676,1,0.0582,0.00184,0.929,0.0894,0.962,0.5303,0.096,4,3,12,0
0.554,0.806,0.7713,1,0.0337,3.09e-05,1e-04,0.0873,0.697,0.5092,0.0348,4,9,43,0
0.365,0.648,0.8412,1,0.0538,0.157,0,0.371,0.686,0.8294,0.0343,4,9,15,0
0.659,0.966,0.8768,0,0.0538,0.0279,1e-04,0.0489,0.687,0.3852,0.0429,4,9,56,1
0.49,0.987,0.8097,0,0.0605,0.00116,0.0817,0.195,0.696,0.5962,0.0519,4,9,71,0
0.643,0.86,0.8454,1,0.0495,0.00423,0,0.286,0.674,0.4604,0.0472,4,9,62,1
0.725,0.803,0.8523,1,0.0337,0.013,0,0.0891,0.403,0.4862,0.0522,4,3,85,1
0.369,0.996,0.9005,0,0.0931,3.83e-05,0.14,0.249,0.209,0.4066,0.0521,4,9,61,1
0.8,0.65,0.7568,1,0.0587,0.000962,0.82,0.231,0.096,0.5178,0.075,4,3,57,0
0.554,0.81,0.8298,1,0.0387,0.000117,0.162,0.184,0.174,0.7456,0.0613,4,3,43,0
0.644,0.654,0.7738,1,0.0812,0.395,0,0.144,0.963,0.5178,0.032,4,2,32,0
0.665,0.958,0.7826,0,0.0284,0.196,2e-04,0.896,0.525,0.5467,0.0431,4,7,51,1
0.482,0.463,0.7798,1,0.0573,0.282,0.848,0.36,0.0427,0.4764,0.0669,4,3,50,0
0.525,0.873,0.8425,0,0.14,0.0322,0,0.13,0.44,0.6953,0.0356,4,9,45,0
0.862,0.742,0.8403,1,0.222,0.00376,0.0086,0.103,0.511,0.5298,0.0514,4,3,82,1
0.209,0.0615,0.5268,0,0.0411,0.988,0,0.0926,0.0351,0.5489,0.0484,3,6,50,0
0.672,0.623,0.8218,1,0.0297,0.241,0,0.0848,0.617,0.3811,0.0481,4,2,61,1
0.484,0.905,0.854,1,0.135,0.0936,0,0.286,0.767,0.7541,0.0377,4,9,37,1
0.488,0.0952,0.4526,0,0.0554,0.888,0.938,0.109,0.323,0.5336,0.0276,4,3,34,0
0.638,0.847,0.8808,1,0.0465,0.337,0,0.0725,0.658,0.4184,0.0522,4,2,63,1
0.245,0.467,0.7388,1,0.0307,0.799,1e-04,0.0855,0.514,0.4062,0.0547,3,2,44,0
0.832,0.688,0.8096,1,0.0468,0.018,0.207,0.0596,0.399,0.4638,0.061,3,3,80,1
0.368,0.185,0.5652,1,0.0341,0.877,0.965,0.235,0.0918,0.3935,0.0093,4,3,39,0
0.78,0.675,0.8243,1,0.279,0.257,0,0.0808,0.681,0.4013,0.0651,4,3,86,1
0.398,0.699,0.8349,1,0.032,0.0657,0,0.675,0.472,0.6066,0.0569,3,9,74,1
0.499,0.791,0.8065,1,0.166,0.00124,0.0069,0.182,0.408,0.6552,0.016,5,9,57,0
0.603,0.864,0.8297,0,0.0677,0.0147,0,0.0246,0.705,0.7429,0.0499,4,12,87,1
0.587,0.59,0.7365,1,0.689,0.564,0,0.115,0.426,0.326,0.0467,4,3,55,0
0.59,0.666,0.853,0,0.0244,0.156,0,0.136,0.0743,0.431,0.0598,4,1,56,1
0.353,0.837,0.8246,0,0.0356,0.00268,5e-04,0.11,0.144,0.4598,0.1027,4,9,76,0
0.457,0.632,0.6898,0,0.492,0.903,0,0.292,0.688,0.5989,0.0565,4,3,32,0
0.364,0.72,0.8494,1,0.0274,0.0398,5e-04,0.213,0.393,0.7045,0.0447,3,1,74,1
0.873,0.833,0.8254,1,0.189,0.198,0,0.237,0.927,0.4639,0.0539,4,3,72,1
0.658,0.713,0.8005,1,0.0716,0.062,0,0.0402,0.447,0.3396,0.0579,4,1,61,1
0.559,0.71,0.7715,0,0.0423,0.00584,0.609,0.0636,0.309,0.696,0.0805,4,3,41,0
0.204,0.0377,0.4261,1,0.0501,0.987,0.0085,0.147,0.0359,0.3259,0.2259,3,6,52,0
0.402,0.976,0.857,0,0.138,0.0313,0.491,0.058,0.174,0.3742,0.0567,4,9,16,0
0.517,0.93,0.8557,0,0.216,0.0598,0,0.35,0.696,0.7044,0.0389,4,9,83,1
0.671,0.646,0.7779,0,0.0598,0.0211,6e-04,0.179,0.449,0.3354,0.0619,4,3,41,0
0.606,0.699,0.8708,0,0.0337,0.344,0,0.0757,0.509,0.3467,0.0681,4,3,74,1
0.551,0.773,0.8052,0,0.101,0.0673,0,0.0511,0.649,0.3728,0.0347,4,12,58,1
0.387,0.87,0.8227,0,0.0344,0.0506,0.826,0.124,0.691,0.3917,0.0302,4,9,36,0
0.245,0.975,0.8535,1,0.1,6.23e-06,0.598,0.0902,0.101,0.4294,0.0646,4,9,55,0
0.366,0.164,0.6585,1,0.0386,0.915,7e-04,0.108,0.463,0.4757,0.0374,5,1,72,0
0.404,0.922,0.8163,0,0.19,0.000593,0,0.0477,0.362,0.7296,0.0479,3,9,42,0
0.698,0.925,0.8499,0,0.222,0.0611,0,0.095,0.676,0.4016,0.0675,4,9,43,1
0.564,0.538,0.7589,0,0.0345,0.634,0.022,0.111,0.39,0.5805,0.0681,4,12,38,0
0.681,0.753,0.8523,1,0.107,0.459,0,0.114,0.578,0.381,0.0441,4,2,74,1
0.7,0.703,0.6903,0,0.0423,0.669,0.454,0.119,0.967,0.4748,0.0843,4,3,37,0
0.691,0.792,0.8561,1,0.0509,0.0961,0,0.392,0.302,0.4144,0.0464,4,3,1,1
0.583,0.959,0.8443,0,0.0511,0.00229,0.0024,0.0759,0.345,0.5881,0.0478,4,9,43,0
0.619,0.184,0.6949,0,0.089,0.872,0,0.954,0.393,0.4504,0.0514,4,3,60,0
0.599,0.565,0.8414,0,0.0334,0.0663,0,0.207,0.576,0.3407,0.0535,4,3,74,1
0.393,0.371,0.6508,0,0.189,0.967,0.0039,0.189,0.386,0.3971,0.0629,4,3,70,0
0.545,0.413,0.6338,1,0.119,0.895,0.0018,0.314,0.673,0.594,0.1226,4,3,24,0
0.331,0.993,0.875,0,0.0868,0.000131,0,0.499,0.652,0.7206,0.0488,4,9,26,0
0.856,0.755,0.822,1,0.0331,0.355,6e-04,0.145,0.842,0.5131,0.0615,4,2,58,1
0.489,0.955,0.8771,0,0.0363,3.83e-05,2e-04,0.334,0.815,0.5358,0.0412,4,9,73,1
0.391,0.984,0.881,1,0.218,0.0148,0.003,0.456,0.274,0.5751,0.0218,4,9,42,0
0.795,0.899,0.7969,1,0.292,0.0766,0,0.0852,0.694,0.4766,0.0427,4,3,73,1
0.343,0.943,0.8334,0,0.0574,2.07e-06,0.611,0.179,0.37,0.5386,0.0855,4,9,20,0
0.451,0.911,0.8601,0,0.143,0.254,0,0.17,0.455,0.8204,0.0605,4,9,66,1
0.518,0.948,0.8392,0,0.137,0.0176,0,0.109,0.646,0.6629,0.0382,4,9,43,0
0.28,0.961,0.7914,1,0.154,4.8e-05,0.249,0.25,0.0807,0.4778,0.0368,3,9,40,0
0.828,0.586,0.811,1,0.205,0.0811,0,0.101,0.802,0.4018,0.1093,4,3,72,1
0.199,0.151,0.5496,1,0.0478,0.935,0.223,0.0932,0.0399,0.72,0.0984,3,5,22,0
0.587,0.943,0.8675,1,0.0346,0.157,0,0.248,0.747,0.4267,0.0605,4,9,70,1
0.28,0.931,0.8254,1,0.0843,0.000951,0.089,0.0641,0.259,0.6855,0.0405,4,9,5,0
0.414,0.402,0.7612,0,0.0427,0.7,0,0.363,0.171,0.4364,0.0782,4,3,54,1
0.35,0.0316,0.4046,0,0.042,0.995,0.887,0.0985,0.0553,0.4603,0.0304,4,6,70,0
0.483,0.958,0.7976,0,0.0421,1.24e-05,0.0098,0.0775,0.332,0.4187,0.045,4,9,6,0
0.416,0.791,0.8435,1,0.064,0.353,0,0.0992,0.524,0.761,0.0574,4,9,57,0
0.476,0.443,0.7866,1,0.0282,0.105,0,0.123,0.165,0.3019,0.0643,4,1,71,1
0.539,0.97,0.858,1,0.0534,0.000113,0,0.232,0.382,0.4303,0.0424,4,9,77,1
0.475,0.214,0.5711,0,0.0444,0.976,0.877,0.281,0.264,0.6173,0.0318,3,6,33,0
0.51,0.676,0.8104,1,0.0271,0.00146,0.0565,0.555,0.136,0.4144,0.0563,3,3,58,0
0.638,0.504,0.8229,0,0.0242,0.132,1e-04,0.0628,0.504,0.5799,0.0625,4,1,59,1
0.439,0.936,0.8584,0,0.0493,0.000114,0.0058,0.0878,0.515,0.3974,0.0393,4,9,7,0
0.144,0.998,0.8441,0,0.0702,9.27e-05,0.0488,0.377,0.497,0.8533,0.0113,4,9,18,0
0.814,0.67,0.7093,0,0.0672,0.000544,0.635,0.213,0.859,0.5438,0.0664,4,3,28,0
0.469,0.689,0.797,0,0.0475,0.00607,0.0012,0.114,0.531,0.524,0.0497,3,3,66,1
0.523,0.365,0.76,1,0.0276,0.548,0,0.133,0.256,0.6001,0.0471,4,2,43,1
0.393,0.728,0.8001,1,0.0433,0.00137,0.858,0.132,0.0763,0.6627,0.0609,4,3,64,0
0.841,0.629,0.8284,1,0.0442,0.0729,0,0.0742,0.87,0.4058,0.0673,4,3,84,1
0.595,0.507,0.7944,1,0.0363,0.27,0,0.0376,0.707,0.5558,0.0516,4,2,61,0
0.815,0.906,0.8691,0,0.0561,0.0116,0,0.0691,0.783,0.5218,0.0438,4,3,54,1
0.72,0.808,0.8232,1,0.0379,0.00793,0.0293,0.0634,0.869,0.5221,0.0703,4,3,63,1
0.298,0.819,0.7191,1,0.0891,0.000645,0.0149,0.711,0.121,0.5475,0.0772,4,9,50,0
0.618,0.764,0.8468,1,0.0411,0.228,0,0.0972,0.479,0.4451,0.0566,4,1,52,1
0.557,0.692,0.8681,1,0.0318,0.0358,0,0.095,0.443,0.4396,0.0408,4,12,15,0
0.241,0.986,0.8344,1,0.114,1.49e-06,0.239,0.311,0.199,0.4354,0.0765,3,9,36,0
0.6,0.629,0.7982,0,0.224,0.417,0,0.041,0.865,0.3756,0.0645,4,3,70,1
0.586,0.762,0.8528,1,0.0263,0.253,0,0.109,0.59,0.4725,0.056,4,2,76,1
0.347,0.969,0.8187,1,0.227,1.21e-05,0.0163,0.244,0.18,0.4801,0.0545,4,9,36,0
0.749,0.42,0.6404,0,0.0371,0.00172,0.318,0.116,0.325,0.58,0.0533,4,3,1,0
0.557,0.728,0.8127,1,0.0405,0.00156,0,0.118,0.216,0.4898,0.0689,4,9,81,1
0.708,0.922,0.8558,1,0.0424,0.0538,0,0.293,0.702,0.4846,0.0416,4,9,65,1
0.5,0.723,0.8477,1,0.0292,0.00197,0,0.0661,0.369,0.6455,0.0656,3,1,69,1
0.65,0.753,0.8398,0,0.0632,0.324,0,0.307,0.616,0.3416,0.0498,4,3,44,1
0.587,0.964,0.8611,1,0.0469,0.0983,0,0.0634,0.96,0.6666,0.0392,4,9,50,0
0.432,0.776,0.8638,1,0.0443,0.0152,0.0153,0.834,0.667,0.5303,0.0473,4,9,61,1
0.692,0.562,0.8155,0,0.0924,0.0973,0,0.304,0.504,0.5092,0.0436,4,3,45,1
0.186,0.953,0.7022,0,0.0772,2.7e-05,0.402,0.0682,0.147,0.5377,0.1068,4,9,22,0
0.389,0.449,0.8194,1,0.027,0.492,0,0.102,0.328,0.2856,0.0496,4,8,63,1
0.837,0.697,0.817,1,0.299,0.0108,0,0.377,0.631,0.4056,0.0425,4,3,67,1
0.72,0.668,0.7798,1,0.0269,0.0652,0.0066,0.0789,0.768,0.5095,0.0637,4,3,75,1
0.378,0.938,0.7873,1,0.0828,3.77e-05,0.232,0.255,0.674,0.7244,0.0618,4,9,42,0
