"danceability","energy","loudness","mode","speechiness","acousticness","instrumentalness","liveness","valence","tempo","duration_ms","time_signature","genre","popularity","target"
0.567,0.455,0.7426,0,0.0479,0.242,0,0.118,0.58,0.5112,0.0511,4,1,0,1
0.922,0.737,0.7715,1,0.041,0.0368,0.716,0.0929,0.905,0.4733,0.0411,4,3,44,1
0.458,0.437,0.8245,0,0.0291,0.772,0,0.102,0.708,0.4003,0.0269,3,7,19,0
0.419,0.76,0.7601,1,0.079,0.0717,0.0091,0.088,0.655,0.6601,0.0725,4,9,20,0
0.654,0.82,0.7594,1,0.0565,0.212,0,0.168,0.909,0.5761,0.0407,4,7,39,1
0.356,0.454,0.6803,1,0.0287,0.039,0.391,0.073,0.344,0.4445,0.0397,4,3,33,0
0.658,0.647,0.8013,1,0.137,0.659,0,0.174,0.825,0.408,0.0294,4,2,63,1
0.465,0.398,0.6705,0,0.0309,0.597,0,0.386,0.661,0.4812,0.0452,3,2,19,1
0.828,0.611,0.6888,1,0.0393,0.0399,0.0116,0.104,0.835,0.4563,0.1105,4,3,54,1
0.634,0.785,0.7844,1,0.035,0.485,0.012,0.109,0.933,0.3922,0.0631,4,2,46,1
0.423,0.842,0.7836,1,0.123,0.809,2e-04,0.242,0.451,0.5595,0.0445,4,9,61,0
0.543,0.725,0.8105,0,0.0778,0.827,1e-04,0.629,0.782,0.4454,0.0642,4,3,35,1
0.599,0.771,0.779,0,0.0654,0.423,0,0.113,0.726,0.4309,0.0323,4,3,40,0
0.374,0.586,0.7538,1,0.032,0.821,0.781,0.417,0.638,0.465,0.0437,4,3,59,0
0.335,0.303,0.7229,1,0.0315,0.932,0.0271,0.0907,0.186,0.4731,0.0408,4,1,69,1
0.601,0.386,0.7009,1,0.0324,0.884,0.0076,0.231,0.587,0.3795,0.0339,4,2,37,0
0.868,0.34,0.634,0,0.104,0.00194,0.342,0.0843,0.786,0.5139,0.1035,4,3,48,0
0.391,0.726,0.7822,1,0.0289,0.00114,0.0279,0.0907,0.703,0.4074,0.0167,4,9,37,0
0.667,0.485,0.7535,1,0.0291,0.809,2e-04,0.0562,0.779,0.6311,0.0437,4,2,35,0
0.579,0.508,0.7504,1,0.027,0.00574,5e-04,0.0575,0.609,0.6094,0.0905,4,12,80,1
0.533,0.447,0.7556,1,0.11,0.779,0,0.336,0.506,0.3989,0.0369,4,2,50,0
0.502,0.451,0.7893,0,0.0438,0.283,0,0.154,0.531,0.5819,0.0485,4,3,35,1
0.72,0.584,0.74,1,0.0421,0.592,0,0.23,0.914,0.5338,0.0556,4,2,49,1
0.73,0.62,0.6924,1,0.0426,0.634,3e-04,0.107,0.97,0.5925,0.0367,4,2,56,0
0.647,0.443,0.7168,0,0.0486,0.525,0,0.039,0.77,0.5521,0.0445,4,7,42,1
0.519,0.334,0.7102,1,0.0347,0.223,0.925,0.15,0.0866,0.3855,0.03,4,3,33,0
0.489,0.908,0.773,0,0.101,0.245,0,0.735,0.808,0.6192,0.0354,4,9,50,0
0.754,0.708,0.7762,1,0.0585,0.351,0,0.0938,0.804,0.5008,0.0378,4,2,43,1
0.777,0.608,0.7081,1,0.0733,0.0341,0.31,0.0636,0.803,0.5433,0.0858,4,3,31,1
0.628,0.321,0.746,1,0.0292,0.972,0,0.253,0.666,0.3739,0.0267,4,2,38,1
0.641,0.789,0.6878,1,0.154,0.127,2e-04,0.139,0.548,0.446,0.0524,4,3,65,0
0.286,0.388,0.7952,0,0.0353,0.922,0.0143,0.128,0.0618,0.4936,0.0694,4,6,70,0
0.669,0.85,0.811,1,0.0603,0.191,1e-04,0.0644,0.878,0.4682,0.0455,4,2,25,1
0.543,0.166,0.5444,1,0.0579,0.777,0.882,0.152,0.583,0.5567,0.0257,4,3,46,0
0.652,0.474,0.657,1,0.204,0.332,0,0.0993,0.88,0.733,0.0493,4,2,71,1
0.433,0.302,0.7954,1,0.0294,0.716,0,0.119,0.356,0.478,0.0493,3,2,77,0
0.772,0.397,0.7674,1,0.0391,0.339,0.0054,0.0753,0.617,0.4058,0.0378,4,2,70,1
0.22,0.189,0.6082,0,0.0375,0.979,0.397,0.0902,0.15,0.4494,0.0681,3,6,66,0
0.425,0.848,0.7792,0,0.102,0.000401,0,0.0857,0.586,0.4677,0.03,4,9,50,1
0.675,0.472,0.646,0,0.0469,0.428,0.539,0.105,0.765,0.3364,0.0528,4,6,35,0
0.249,0.922,0.7797,1,0.118,0.00176,0,0.408,0.199,0.7311,0.0382,4,9,56,0
0.535,0.697,0.7009,1,0.202,0.373,0,0.362,0.803,0.4575,0.052,4,2,51,0
0.57,0.31,0.6623,1,0.0291,0.556,1e-04,0.122,0.462,0.3106,0.0617,4,1,53,1
0.515,0.238,0.6869,1,0.0318,0.85,0,0.0917,0.207,0.5608,0.0432,3,8,53,0
0.532,0.231,0.6248,1,0.0323,0.908,4e-04,0.133,0.461,0.4856,0.0379,4,2,35,0
0.518,0.39,0.657,0,0.0369,0.489,0.0071,0.145,0.294,0.3377,0.065,4,3,41,0
0.592,0.233,0.6681,1,0.0424,0.925,0.73,0.0742,0.67,0.3331,0.0597,4,6,14,0
0.663,0.729,0.7274,1,0.0556,0.117,0.0138,0.672,0.963,0.4399,0.0546,4,3,77,1
0.404,0.695,0.8131,1,0.034,0.587,0.0383,0.159,0.646,0.5515,0.069,4,3,64,1
0.272,0.0267,0.5046,0,0.0458,0.983,0,0.215,0.0464,0.44,0.0163,3,6,0,0
0.301,0.448,0.7106,1,0.0648,0.817,0.214,0.0557,0.317,0.338,0.1439,4,3,16,0
0.772,0.461,0.6522,1,0.0479,0.855,0,0.198,0.842,0.4326,0.0356,4,2,46,0
0.511,0.725,0.7281,0,0.0592,0.134,0,0.925,0.808,0.5225,0.0703,4,9,52,1
0.46,0.264,0.7503,1,0.0329,0.771,1e-04,0.0962,0.337,0.6894,0.0449,3,2,66,1
0.749,0.571,0.7556,1,0.0288,0.651,0.0021,0.0679,0.948,0.5436,0.0402,4,2,47,1
0.463,0.82,0.7991,1,0.0499,0.532,0,0.117,0.689,0.4562,0.052,4,9,66,0
0.623,0.729,0.7431,1,0.0553,0.0613,0.0347,0.0392,0.841,0.5287,0.0581,4,3,24,0
0.281,0.691,0.7309,0,0.0783,0.0454,0.0025,0.121,0.42,0.3441,0.0774,4,9,35,0
0.534,0.244,0.6521,1,0.0883,0.664,1e-04,0.677,0.381,0.3297,0.0705,4,3,36,0
0.672,0.53,0.7216,1,0.113,0.417,0,0.0943,0.955,0.5041,0.0541,4,2,50,0
0.371,0.738,0.7684,1,0.357,0.73,0.0064,0.611,0.397,0.6396,0.0358,5,3,8,0
0.537,0.702,0.7223,1,0.033,0.0244,0.0505,0.21,0.954,0.6056,0.0511,4,12,76,1
0.395,0.106,0.5237,0,0.0355,0.971,0.903,0.0857,0.0931,0.4328,0.0459,3,6,66,0
0.613,0.706,0.7982,0,0.184,0.525,0,0.357,0.857,0.5865,0.0522,1,3,24,0
0.401,0.707,0.6889,0,0.0733,0.00254,0.447,0.0818,0.823,0.6118,0.0732,4,9,77,1
0.62,0.179,0.5523,1,0.0314,0.835,0.03,0.0928,0.675,0.5421,0.0537,4,2,56,1
0.211,0.133,0.5989,1,0.0409,0.988,0.0723,0.1,0.0395,0.4882,0.0577,4,5,66,0
0.21,0.386,0.6357,0,0.0484,0.614,0,0.269,0.396,0.6939,0.0486,4,3,49,1
0.408,0.817,0.7573,0,0.282,0.155,0,0.303,0.553,0.6513,0.0411,4,9,32,1
0.382,0.924,0.7711,1,0.0482,0.000544,0.0546,0.298,0.725,0.4118,0.0346,4,9,37,0
0.56,0.933,0.8166,0,0.103,0.0613,0.192,0.0822,0.754,0.5257,0.0702,4,3,66,1
0.46,0.58,0.727,1,0.0271,0.19,0,0.388,0.536,0.391,0.0807,4,2,49,0
0.304,0.761,0.7591,1,0.0446,0.0746,0.246,0.171,0.556,0.6909,0.0678,4,9,53,0
0.489,0.562,0.7125,1,0.0301,0.0671,0.92,0.191,0.23,0.4636,0.0413,4,3,29,1
0.53,0.592,0.6188,1,0.0366,0.942,0.933,0.393,0.916,0.6134,0.0164,4,3,0,0
0.573,0.524,0.625,1,0.0484,0.0388,0,0.0918,0.764,0.4865,0.052,4,2,8,1
0.784,0.893,0.8321,0,0.0923,0.3,0,0.272,0.819,0.4918,0.0485,4,3,65,1
0.589,0.807,0.7853,0,0.0385,0.225,0,0.092,0.682,0.3947,0.0576,4,1,68,1
0.319,0.196,0.713,1,0.0333,0.686,0,0.112,0.0636,0.5408,0.0875,3,6,72,1
0.549,0.358,0.6911,1,0.0389,0.491,0,0.143,0.354,0.3884,0.0434,4,2,73,1
0.46,0.847,0.8399,1,0.0391,0.326,0.0083,0.345,0.654,0.6838,0.0533,4,9,72,1
0.515,0.646,0.7402,0,0.0385,0.00557,0.095,0.146,0.76,0.5376,0.0254,4,12,44,0
0.546,0.62,0.7162,1,0.104,0.972,0,0.409,0.366,0.5486,0.0038,4,3,50,0
0.494,0.571,0.8187,1,0.0332,0.0394,5e-04,0.602,0.712,0.5138,0.0505,4,2,76,1
0.582,0.714,0.7808,0,0.0364,0.701,0.0152,0.102,0.945,0.3867,0.0445,4,3,46,0
0.64,0.324,0.6808,1,0.19,0.0506,1e-04,0.0855,0.843,0.3471,0.0626,4,3,35,0
0.421,0.72,0.7582,1,0.217,0.11,1e-04,0.0557,0.787,0.8182,0.0431,4,9,57,1
0.526,0.402,0.6325,0,0.0298,0.899,0.968,0.0933,0.442,0.3146,0.0467,4,3,29,0
0.648,0.72,0.7694,0,0.0601,0.451,0.0095,0.0669,0.663,0.4704,0.0801,4,3,53,1
0.459,0.508,0.7067,1,0.169,0.88,8e-04,0.187,0.493,0.4945,0.0318,4,3,1,0
0.624,0.604,0.6954,0,0.0459,0.0474,0.0016,0.263,0.76,0.3792,0.0865,4,3,11,1
0.55,0.514,0.6913,1,0.0523,0.336,0.125,0.382,0.724,0.5656,0.0534,3,3,77,1
0.627,0.741,0.7935,1,0.101,0.209,0,0.0442,0.759,0.443,0.0423,4,12,57,1
0.417,0.236,0.5707,1,0.0443,0.729,0.873,0.111,0.13,0.6013,0.1094,3,3,51,0
0.539,0.386,0.7181,1,0.0338,0.853,5e-04,0.708,0.755,0.5916,0.0349,4,2,29,1
0.558,0.211,0.5904,1,0.0314,0.688,5e-04,0.114,0.431,0.3701,0.0567,4,2,63,1
0.547,0.28,0.6585,1,0.027,0.932,0.0078,0.188,0.653,0.4281,0.0305,4,2,55,1
0.373,0.511,0.7734,1,0.0522,0.268,0,0.0575,0.434,0.838,0.0911,4,1,69,1
0.256,0.00544,0.5072,1,0.0403,0.979,0.853,0.11,0.036,0.4964,0.023,3,6,38,0
0.535,0.403,0.5994,0,0.029,0.77,0.351,0.101,0.682,0.4218,0.039,4,6,45,0
0.603,0.531,0.5978,0,0.928,0.811,0,0.861,0.28,0.3509,0.0154,4,3,26,0
0.562,0.305,0.6951,1,0.041,0.993,0.6,0.119,0.739,0.3197,0.0333,4,7,27,0
0.589,0.413,0.666,1,0.082,0.343,0,0.0977,0.631,0.3718,0.0386,4,2,24,1
0.505,0.464,0.7112,1,0.401,0.818,0,0.977,0.607,0.7182,0.061,4,3,41,0
0.714,0.541,0.7583,1,0.0297,0.309,0,0.0734,0.616,0.3952,0.037,4,2,70,1
0.473,0.804,0.7841,1,0.0473,0.324,0,0.393,0.735,0.5822,0.0388,4,2,81,1
0.4,0.515,0.7605,0,0.0352,0.519,0,0.224,0.472,0.507,0.0307,3,3,58,1
0.482,0.0991,0.5793,1,0.0434,0.949,1e-04,0.132,0.337,0.4857,0.0451,4,6,80,1
0.415,0.57,0.6618,0,0.0384,0.546,0.803,0.68,0.739,0.4943,0.1288,4,3,48,0
0.458,0.438,0.7583,1,0.0269,0.765,1e-04,0.0746,0.445,0.3225,0.0389,3,2,42,1
0.586,0.318,0.6117,1,0.0332,0.0281,0,0.315,0.724,0.4644,0.0366,4,2,38,0
0.563,0.066,0.592,0,0.0427,0.924,0.914,0.214,0.137,0.5083,0.1403,5,6,53,0
0.687,0.469,0.7408,1,0.0322,0.714,0.002,0.252,0.674,0.4261,0.0446,4,2,72,1
0.417,0.833,0.7119,1,0.0806,0.00543,0,0.143,0.906,0.6992,0.0284,4,9,36,0
0.551,0.446,0.6937,1,0.0331,0.546,0,0.254,0.845,0.3609,0.0342,4,2,80,1
0.498,0.727,0.8041,1,0.0273,0.00338,8e-04,0.197,0.692,0.5204,0.0503,4,9,21,0
0.465,0.51,0.656,0,0.028,0.0829,0.908,0.116,0.778,0.6124,0.0703,4,3,44,0
0.645,0.597,0.6843,1,0.0305,0.00384,0,0.0819,0.88,0.5047,0.0584,4,3,67,1
0.693,0.659,0.8403,1,0.0299,0.395,0.0049,0.133,0.541,0.4401,0.0627,4,2,44,1
0.613,0.0585,0.4896,1,0.0496,0.0586,8e-04,0.227,0.0381,0.4601,0.0758,3,3,66,0
0.737,0.173,0.7476,1,0.0863,0.931,0,0.106,0.382,0.3187,0.0786,3,3,50,0
0.442,0.543,0.8089,1,0.0273,0.732,1e-04,0.117,0.644,0.5346,0.0693,4,2,68,1
0.555,0.656,0.7459,0,0.0313,0.337,1e-04,0.0961,0.68,0.4468,0.0375,4,2,40,1
0.591,0.148,0.6144,1,0.0337,0.947,0.141,0.111,0.314,0.4866,0.0387,3,5,71,1
0.796,0.402,0.6713,1,0.164,0.0208,0,0.0274,0.741,0.4757,0.044,4,3,41,1
0.639,0.564,0.7927,1,0.0227,0.123,0,0.0715,0.877,0.3852,0.043,4,2,66,1
0.516,0.201,0.5986,0,0.0333,0.937,0.89,0.111,0.319,0.5424,0.2741,4,6,55,0
0.552,0.661,0.7398,1,0.0351,0.00477,0.0096,0.148,0.753,0.4903,0.1167,4,2,38,1
0.349,0.569,0.7499,1,0.0434,0.11,1e-04,0.0416,0.721,0.7098,0.0457,4,12,85,1
0.674,0.244,0.6675,1,0.0409,0.594,0,0.0764,0.635,0.4921,0.0615,4,1,55,1
0.58,0.559,0.6868,0,0.0326,0.0864,0.0082,0.197,0.964,0.535,0.043,4,3,67,1
0.53,0.877,0.8117,1,0.238,0.734,0,0.974,0.886,0.6173,0.0441,4,2,52,1
0.511,0.831,0.7322,1,0.0397,0.949,0.13,0.148,0.966,0.6846,0.0355,4,5,33,0
0.431,0.443,0.6906,1,0.0357,0.713,0,0.213,0.425,0.5681,0.0516,4,1,46,1
0.368,0.507,0.7003,0,0.0722,0.0519,0,0.0751,0.618,0.3974,0.1164,3,12,63,1
0.319,0.769,0.7403,0,0.0574,0.000433,0,0.174,0.291,0.5701,0.0538,4,9,68,0
0.207,0.137,0.6505,1,0.0392,0.697,0.2,0.0798,0.0396,0.494,0.1165,4,6,38,0
0.402,0.911,0.7709,1,0.0818,0.0165,0.0014,0.142,0.591,0.7329,0.0652,4,9,41,1
0.648,0.56,0.7432,0,0.0287,0.21,0,0.39,0.965,0.5681,0.0503,4,3,35,0
0.62,0.389,0.6134,1,0.0334,0.367,0.918,0.102,0.465,0.3177,0.0956,4,6,63,0
0.472,0.309,0.6755,0,0.0452,0.409,0.156,0.254,0.487,0.3315,0.0617,4,6,33,0
0.305,0.234,0.5849,1,0.0259,0.752,0.929,0.132,0.078,0.3415,0.1278,3,3,63,0
0.637,0.64,0.7332,0,0.0356,0.612,0.029,0.183,0.976,0.5212,0.031,4,3,34,0
0.608,0.639,0.6585,1,0.0463,0.459,0.0697,0.15,0.964,0.513,0.038,4,7,40,0
0.617,0.785,0.8199,1,0.0565,0.636,0,0.174,0.92,0.5718,0.0435,4,2,42,1
0.212,0.00393,0.3984,0,0.0741,0.993,0.688,0.112,0.0362,0.2818,0.0375,4,3,61,0
0.721,0.52,0.6958,1,0.0299,0.115,0.0038,0.0683,0.963,0.4368,0.035,4,2,70,1
0.408,0.511,0.793,1,0.0263,0.475,0,0.625,0.354,0.3321,0.0305,4,1,37,1
0.553,0.435,0.6903,1,0.0342,0.748,0.226,0.176,0.732,0.6836,0.0297,4,3,31,0
0.699,0.652,0.725,0,0.0397,0.21,0,0.0578,0.969,0.6121,0.0628,4,3,42,0
0.286,0.52,0.4319,0,0.0573,0.182,0.919,0.356,0.0299,0.5185,0.0971,4,3,61,0
0.701,0.83,0.7309,0,0.0667,0.125,0.329,0.114,0.648,0.4464,0.1148,4,3,41,1
0.494,0.409,0.7204,0,0.0433,0.746,0,0.167,0.548,0.5571,0.0686,5,3,51,0
0.705,0.499,0.779,1,0.0265,0.409,1e-04,0.103,0.391,0.4088,0.0516,4,2,41,1
0.671,0.255,0.6188,0,0.0851,0.648,0.125,0.11,0.499,0.5136,0.0936,4,6,46,0
0.282,0.576,0.7508,0,0.0401,0.879,0.451,0.866,0.476,0.2672,0.3014,4,3,69,0
0.607,0.651,0.786,1,0.205,0.00487,0,0.0611,0.578,0.6141,0.0428,4,3,37,0
0.593,0.205,0.6538,1,0.0479,0.896,1e-04,0.119,0.377,0.5811,0.0396,4,3,66,1
0.708,0.805,0.7856,1,0.0301,0.398,2e-04,0.0545,0.976,0.5351,0.0385,4,2,45,1
0.793,0.372,0.6371,1,0.0509,0.687,0.573,0.105,0.482,0.4976,0.0526,4,3,65,0
0.711,0.737,0.7715,0,0.131,0.135,0,0.0533,0.85,0.4758,0.0395,4,3,70,1
0.596,0.714,0.8176,0,0.0433,0.336,0,0.0744,0.879,0.3909,0.0431,4,7,71,0
0.332,0.371,0.7429,1,0.0396,0.729,2e-04,0.176,0.375,0.7177,0.0563,3,1,43,1
0.39,0.475,0.7112,1,0.0706,0.631,0,0.365,0.43,0.6028,0.0395,4,1,41,1
0.863,0.74,0.773,0,0.235,0.0543,0.0026,0.0813,0.901,0.5189,0.044,4,3,69,1
0.649,0.585,0.6747,1,0.043,0.098,0,0.293,0.977,0.324,0.034,4,2,64,1
0.726,0.625,0.753,1,0.0618,0.0773,1e-04,0.111,0.754,0.4017,0.0448,4,3,35,1
0.604,0.55,0.7315,1,0.0436,0.491,0,0.0456,0.933,0.3383,0.0325,4,2,61,1
0.432,0.356,0.5894,1,0.0424,0.49,0.907,0.0985,0.824,0.4128,0.0282,4,6,45,0
0.494,0.908,0.7876,1,0.167,0.752,0.224,0.97,0.583,0.602,0.0551,4,9,60,0
0.722,0.592,0.7019,1,0.0298,0.0886,0,0.0371,0.956,0.4969,0.037,4,2,33,1
0.84,0.431,0.6344,1,0.0377,0.327,0.0193,0.0753,0.855,0.4305,0.0533,4,3,66,1
0.392,0.424,0.7214,1,0.0379,0.786,0.0064,0.125,0.404,0.3066,0.0673,4,8,42,1
0.469,0.824,0.8324,0,0.039,0.73,0.0288,0.189,0.814,0.5121,0.056,3,3,57,0
0.485,0.378,0.6929,1,0.0284,0.357,0,0.0625,0.38,0.4812,0.0558,4,2,66,1
0.719,0.395,0.7486,0,0.0335,0.349,0,0.0716,0.718,0.4682,0.0456,3,3,42,1
0.319,0.407,0.7489,0,0.0261,0.31,0.0011,0.346,0.347,0.335,0.0463,4,1,66,1
0.664,0.88,0.8348,0,0.0326,0.465,0,0.0591,0.895,0.5546,0.0471,4,7,80,1
0.198,0.247,0.6631,1,0.0489,0.853,0.388,0.135,0.0723,0.2594,0.0614,4,3,8,0
0.441,0.944,0.8313,0,0.0394,0.00614,7e-04,0.415,0.553,0.4546,0.0342,4,9,56,0
0.712,0.344,0.5855,1,0.0378,0.723,0.757,0.208,0.776,0.4744,0.0634,4,3,37,0
0.551,0.292,0.6062,1,0.0383,0.822,0,0.138,0.623,0.3532,0.0381,4,1,58,1
0.527,0.556,0.7256,1,0.0299,0.117,0.0023,0.134,0.663,0.4868,0.0796,4,12,65,0
0.563,0.436,0.7659,1,0.0347,0.682,0,0.0854,0.451,0.455,0.0471,4,1,56,1
0.561,0.593,0.6967,0,0.0581,0.848,0.853,0.0815,0.915,0.7309,0.1243,4,6,44,0
0.355,0.37,0.7442,1,0.029,0.662,2e-04,0.242,0.405,0.4291,0.0601,4,2,8,0
0.369,0.126,0.6184,1,0.0315,0.896,0.0723,0.0733,0.036,0.4032,0.1097,4,6,43,0
0.207,0.496,0.7662,0,0.0329,0.0909,0.148,0.184,0.113,0.4673,0.0665,3,3,39,0
0.619,0.903,0.7799,0,0.15,0.125,0,0.091,0.697,0.488,0.0882,4,3,52,1
0.743,0.443,0.6553,1,0.0301,0.101,7e-04,0.136,0.715,0.3996,0.0618,4,2,49,1
0.425,0.452,0.762,0,0.0255,0.642,0,0.221,0.576,0.5959,0.0398,3,1,54,1
0.579,0.128,0.6354,1,0.057,0.945,0,0.127,0.431,0.5488,0.0397,3,5,55,0
0.688,0.577,0.7012,1,0.0292,0.493,0,0.528,0.961,0.4518,0.0459,4,2,63,1
0.148,0.136,0.5551,1,0.0401,0.967,0.838,0.0486,0.0382,0.3875,0.1431,4,6,72,0
0.591,0.636,0.8603,1,0.028,0.0137,0.72,0.108,0.221,0.463,0.0423,4,3,70,0
0.535,0.847,0.7868,1,0.0497,0.723,0.107,0.0883,0.943,0.6533,0.0383,4,2,66,0
0.425,0.721,0.7206,1,0.0617,0.365,5e-04,0.104,0.911,0.6861,0.0401,4,9,43,0
0.17,0.00209,0.3247,0,0.0494,0.995,0.95,0.11,0.164,0.2867,0.0375,4,6,38,0
0.266,0.884,0.7951,1,0.0693,0.0534,0,0.106,0.857,0.6907,0.03,4,9,56,0
0.55,0.0855,0.6039,1,0.0448,0.943,0.138,0.109,0.538,0.5447,0.0338,4,5,40,0
0.392,0.697,0.7299,1,0.057,0.437,0.0095,0.242,0.713,0.5591,0.045,4,2,49,1
0.559,0.323,0.6747,1,0.0303,0.872,3e-04,0.118,0.536,0.4547,0.0481,4,2,68,1
0.127,0.217,0.2624,0,0.732,0.953,0.933,0.425,0.032,0.3622,0.0147,4,3,34,0
0.738,0.585,0.7712,1,0.123,0.357,0,0.0905,0.885,0.5244,0.0451,4,3,50,1
0.62,0.305,0.658,1,0.0336,0.384,0.909,0.0448,0.684,0.6451,0.011,4,6,36,0
0.417,0.536,0.665,1,0.0426,0.347,2e-04,0.0825,0.797,0.4477,0.0298,1,2,65,1
0.333,0.372,0.6762,1,0.0305,0.22,0,0.118,0.595,0.5912,0.0332,4,2,80,1
0.618,0.692,0.7758,1,0.0298,0.445,1e-04,0.397,0.755,0.4359,0.0467,4,2,1,1
0.464,0.359,0.6852,1,0.029,0.563,0,0.0814,0.603,0.3654,0.0338,3,2,40,1
0.477,0.835,0.8303,0,0.0533,0.38,0,0.062,0.778,0.3722,0.0369,4,2,65,0
0.381,0.469,0.742,1,0.03,0.0366,0.0037,0.125,0.348,0.2959,0.0421,4,12,36,0
0.611,0.63,0.7847,0,0.0298,0.0489,0,0.31,0.958,0.448,0.0295,4,3,61,1
0.525,0.673,0.7857,1,0.0355,0.578,0,0.272,0.524,0.5566,0.0416,3,2,71,1
0.55,0.902,0.7705,0,0.0546,0.0792,0.0064,0.0262,0.883,0.4751,0.0442,4,9,49,1
0.716,0.464,0.7858,0,0.052,0.803,0,0.306,0.922,0.4432,0.0137,4,3,4,0
0.727,0.548,0.7899,1,0.0291,0.0628,0.526,0.133,0.929,0.4466,0.066,4,12,62,1
0.732,0.239,0.6991,1,0.037,0.681,0,0.0972,0.377,0.458,0.0417,3,2,74,1
0.633,0.493,0.7291,1,0.0865,0.693,0,0.0942,0.635,0.4548,0.0453,4,2,51,0
0.605,0.554,0.729,1,0.091,0.531,0.0667,0.0763,0.598,0.5784,0.0658,4,3,30,0
0.392,0.364,0.7425,1,0.0276,0.91,0.281,0.341,0.144,0.2895,0.0401,4,5,46,1
0.666,0.664,0.7773,1,0.0272,0.286,0,0.547,0.82,0.4818,0.057,4,2,57,1
0.618,0.206,0.5919,1,0.0366,0.905,0.895,0.113,0.528,0.6036,0.0293,4,3,29,0
0.177,0.22,0.583,1,0.0358,0.944,0.871,0.0953,0.0813,0.3528,0.1114,3,6,22,0
0.142,0.444,0.6129,1,0.295,0.791,0.548,0.485,0.221,0.7479,0.0422,3,3,31,0
0.535,0.228,0.6872,1,0.0527,0.518,0.004,0.172,0.665,0.4771,0.0477,4,6,15,0
0.303,0.073,0.4974,0,0.0439,0.99,0.914,0.107,0.0369,0.2891,0.1128,4,6,61,0
0.681,0.475,0.637,1,0.0382,0.059,0.825,0.0617,0.809,0.417,0.0189,5,3,24,0
0.245,0.0227,0.4473,1,0.0417,0.981,0.0034,0.168,0.306,0.3621,0.0327,4,6,0,0
0.319,0.728,0.7234,0,0.164,0.291,0,0.178,0.44,0.728,0.1073,4,3,7,0
0.588,0.313,0.6901,0,0.0331,0.383,0,0.104,0.591,0.4262,0.0256,4,1,40,0
0.466,0.519,0.6713,0,0.0419,0.286,0.0025,0.312,0.691,0.6727,0.0483,4,3,43,0
0.498,0.668,0.7471,1,0.0345,0.0559,0.767,0.145,0.763,0.3971,0.0409,1,3,15,0
0.0633,0.241,0.7179,1,0.0327,0.00941,0.893,0.111,0.0313,0.2674,0.1138,4,3,41,0
0.678,0.688,0.7333,1,0.0637,0.00161,0.747,0.0819,0.559,0.5175,0.0505,4,3,31,1
0.459,0.681,0.7638,1,0.0794,0.254,0,0.498,0.68,0.5178,0.0696,4,2,66,1
0.468,0.835,0.8165,0,0.0373,2.55e-05,0.404,0.067,0.804,0.4586,0.03,4,9,37,0
0.724,0.437,0.6881,1,0.0346,0.249,0.0031,0.16,0.927,0.5266,0.0421,4,2,31,0
0.279,0.646,0.7802,0,0.0464,0.231,0.0011,0.309,0.485,0.5909,0.0505,4,3,68,1
0.626,0.742,0.835,0,0.0657,0.408,0,0.108,0.605,0.4762,0.0524,4,3,76,1
0.662,0.71,0.7283,1,0.0289,0.236,0.0037,0.124,0.936,0.5536,0.0345,4,1,50,1
0.243,0.82,0.7897,0,0.0872,6.04e-05,0,0.102,0.769,0.3948,0.0285,4,9,56,0
0.525,0.655,0.742,1,0.0358,0.209,0,0.136,0.801,0.3672,0.0407,4,2,43,0
0.228,0.12,0.4,0,0.0371,0.892,0.923,0.105,0.108,0.295,0.0263,4,3,35,0
0.327,0.0312,0.594,1,0.0393,0.976,0.505,0.107,0.0335,0.5554,0.0502,5,6,27,0
0.623,0.764,0.8409,1,0.0418,0.0229,0,0.841,0.894,0.4959,0.0313,4,9,66,1
0.745,0.373,0.684,0,0.0325,0.412,1e-04,0.158,0.904,0.461,0.0375,4,2,38,1
0.305,0.523,0.6786,1,0.0389,0.722,0.816,0.355,0.965,0.5209,0.0283,4,6,43,0
0.734,0.641,0.7695,0,0.0662,0.00603,0.372,0.0602,0.868,0.43,0.1268,4,3,71,1
0.489,0.577,0.7451,1,0.042,0.233,0,0.123,0.519,0.3235,0.05,4,1,56,1
0.437,0.611,0.7095,1,0.0466,0.687,0.0396,0.355,0.865,0.5229,0.0467,4,3,62,1
0.507,0.564,0.7495,0,0.0388,0.465,0,0.0552,0.4,0.5249,0.0592,4,1,0,1
0.65,0.178,0.6727,0,0.0486,0.861,0.0058,0.0837,0.528,0.4573,0.0811,4,6,67,0
0.724,0.598,0.8063,1,0.0325,0.116,0.0073,0.0556,0.786,0.4763,0.0398,4,3,62,1
0.375,0.26,0.6219,1,0.0269,0.41,0.218,0.125,0.54,0.3942,0.051,4,1,46,1
0.721,0.549,0.7269,1,0.0397,0.605,0.418,0.205,0.961,0.5853,0.0323,4,3,29,0
0.748,0.62,0.7542,0,0.0457,0.0538,0,0.0503,0.9,0.5027,0.039,4,3,17,1
0.0932,0.0495,0.4426,0,0.0473,0.512,0.131,0.0808,0.0365,0.3326,0.167,4,3,66,0
0.49,0.75,0.7404,0,0.0353,0.145,0,0.168,0.961,0.7034,0.0296,4,2,40,1
0.655,0.606,0.7334,1,0.0285,0.0603,0.0789,0.0757,0.765,0.4559,0.0665,4,3,80,1
